Artist,Song,Mood
Heaven 17,(We Don't Need This) Fascist Groove Thang,neg
Gorillaz,Dirty Harry,pos
Annie Lennox,The Saddest Song I've Got,neg
Kelis,Till The Wheels Fall Off,pos
Moya Brennan,Ancient Town,pos
Petra,Hollow Eyes (Beat The System Album Version),neg
Harry McClintock,Big Rock Candy Mountain,pos
Fiona Apple,Extraordinary Machine,pos
Air,The Vagabond,pos
Bob Marley & The Wailers,Three Little Birds,pos
Steeleye Span,All Around My Hat,pos
Geto Boys,Chuckie,neg
My Dying Bride,Black God,neg
Donavon Frankenreiter,Free,pos
Katharine McPhee,Ordinary World,pos
"Wainwright, Loudon III",Dead Skunk,neg
Missy Higgins,Dancing Dirt Into The Snow,pos
Soilent Green,Forgive & Regret,neg
Immortal Technique,Dominant Species,neg
Toy-Box,Best Friend,pos
John Legend,Save Room,pos
Chevelle,The Red,neg
Katie Melua,I Cried For You,pos
Radiohead,How to Disappear Completely,neg
All Time Low,The Beach,pos
Lene Marlin,Where I'm Headed,pos
She & Him,Lingering Still,pos
Lionel Richie,All Night Long (All Night),pos
Jimmy Eat World,Pain,neg
Natasha Bedingfield,These Words,pos
Herman's Hermits,No Milk Today,pos
The Cure,(I Don't Know What's Going) On,neg
Dido,Here with Me,neg
Erik Hassle,Don't Bring Flowers,neg
Rosie Thomas,Say Hello,pos
The Bangles,In Your Room,pos
The Killers,I Can't Stay,pos
Soul Asylum,Lies Of Hate,neg
Michael Card,Arise_ My Love (Song Of Solomon),neg
D'Angelo,Feel Like Makin' Love,pos
Boys Like Girls,The Great Escape,pos
Melissa Etheridge,Into The Dark,neg
Sad Lovers and Giants,Sleep (Is for Everyone),neg
The Killers,Show You How,neg
Evanescence,Lacrymosa,neg
"Shannon, Del",Runaway,neg
The Cardigans,Lead Me Into The Night,pos
Weezer,Haunt You Every Day,neg
OutKast,Wailin',neg
Will Smith,Miami,pos
Joy Division,Love Will Tear Us Apart,neg
Black Flag,Jealous Again,neg
Chris Botti,Make Someone Happy,pos
The Sex Pistols,I Wanna Be Me,neg
Bryan Ferry,This Love,neg
The Album Leaf,There Is a Wind,pos
Pink Martini,Lilly,pos
Barry White,"You're The First, The Last, My Everything",pos
Deepest Blue,Give It Away,pos
Thrice,Daedalus,neg
Massive Attack,Psyche,neg
Run-D.M.C.,You Be Illin',pos
Manic Street Preachers,Everything Must Go,neg
Ministry,Wrong,neg
DMX,Ruff Ryders' Anthem,neg
KMFDM,Don't Blow Your Top,neg
OneRepublic,All The Right Moves,pos
Ryan Adams,Nobody Girl,neg
Suicidal Tendencies,Monopoly On Sorrow,neg
Thursday,Sugar In The Sacrament,neg
Sepultura,Dead Embryonic Cells,neg
Steve Miller Band,Take The Money And Run,pos
Yves Larock,Rise Up,pos
Kristin Hersh,Your Ghost,neg
Little Big Town,Stay,neg
Johnny Cash,San Quentin,neg
"""Weird Al"" Yankovic",Albuquerque,pos
B.J. Thomas,Raindrops Keep Fallin' On My Head,pos
PJ Harvey,Rid Of Me,neg
"Rundgren, Todd",Hello It's Me,neg
Donavon Frankenreiter,Call Me Papa,pos
Slayer,Flesh Storm,neg
Sarah McLachlan,Push,pos
Al Martino,VOLARE,pos
Bebel Gilberto,All Around,pos
Anthrax,Anti-Social,neg
The Killers,Spaceman,neg
The Germs,Forming,neg
Ella Fitzgerald,Let Yourself Go,pos
Fiona Apple,Slow Like Honey,pos
The Fratellis,Everybody Knows You Cried Last Night,pos
Tom Waits,When You Ain't Got Nobody,neg
Bob Marley & The Wailers,Satisfy My Soul,pos
Burning Spear,Tumble Down,neg
Bishop Allen,The Ancient Commonsense of Things,pos
Riverside,After,neg
Current 93,A Sadness Song,neg
Norah Jones,The Nearness Of You,pos
Ozzy Osbourne,No Easy Way Out,neg
Television Personalities,This Angry Silence,neg
Iggy Pop,Dum Dum Boys,neg
Engelbert Humperdinck,The Last Waltz,pos
theaudience,Keep In Touch,pos
Toto,Africa,pos
Spiritualized,I Gotta Fire,neg
The Pussycat Dolls,Sway,pos
The Unicorns,Ghost Mountain,pos
Smash Mouth,Diggin' Your Scene,pos
New Order,Chosen Time,neg
Britt Nicole,Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),neg
Mamonas Assassinas,Vira-Vira,pos
Children of Bodom,Hate Me!,neg
Slayer,God Send Death,neg
Alien Sex Fiend,Dead and Buried,neg
Moya Brennan,Bright Star,pos
The Cure,A Short Term Effect,neg
Martina McBride,Anything's Better Than Feelin' The Blues,neg
The Puppini Sisters,Old Cape Cod,pos
Concrete Blonde,Joey,neg
Jarabe de Palo,Bonito,pos
The Real Tuesday Weld,Bathtime In Clerkenwell,pos
The Lovin' Spoonful,Darling Be Home Soon,pos
Tony Bennett,The Boulevard of Broken Dreams (Gigolo and Gigolette),neg
Anthrax,Potters Field,neg
Dave Gahan,Down,neg
Jack Johnson,What You Thought You Need,pos
Icon of Coil,Down On Me,pos
Sick Puppies,Master Of The Universe,neg
The Ruts,Babylon's Burning,neg
Kaiser Chiefs,Ruby,pos
Franz Ferdinand,This Boy,pos
Isis,Grinning Mouths,neg
McFly,POV,neg
Bat for Lashes,A Forest,neg
Eric Clapton,Alberta,pos
TV on the Radio,Province,pos
Kathryn Williams,Soul To Feet,pos
The Raveonettes,My Boyfriend's Back,pos
Carla Bruni,Those Dancing Days Are Gone,pos
Frou Frou,Shh,pos
Kelly Clarkson,Breakaway,pos
Stars,This Charming Man,pos
Nick Cave and the Bad Seeds,Hallelujah,neg
Pixies,Something Against You,neg
Heather Nova,Heart And Shoulder,pos
Shout Out Louds,Please Please Please,pos
Jan & Dean,Surf City,pos
Cradle of Filth,Tonight in Flames,neg
Bosse,Diese Tage Sind Verloren,neg
The Receiving End of Sirens,Planning a Prison Break,pos
Camera Obscura,If Looks Could Kill,pos
Interpol,The Scale,neg
Anna Nalick,Bleed,pos
Sophie Ellis-Bextor,Catch You,pos
The Chemical Brothers,Asleep From Day,pos
Ride,Leave Them All Behind,neg
Leonard Cohen,Coming Back To You,neg
El-P,Stepfather Factory,neg
Gogol Bordello,Immigrant Punk,pos
Dinosaur Jr.,Not the Same,neg
Korn,Right Now,neg
Jackson C. Frank,Milk And Honey,neg
Static-X,Love Dump (Clean Album Version),neg
The Hoosiers,Cops and Robbers,pos
Rammstein,Seemann,neg
Michael BublÃ©,The More I See You,pos
Low,Bright,neg
Wintersun,Sadness and Hate,neg
Pulp,Babies,neg
The Pierces,Turn on Billie,pos
Toots and the Maytals,Broadway Jungle,pos
Back Door Slam,Heavy On My Mind (Album Version),neg
Jem,Stay Now,pos
Kevin Devine,Ballgame,neg
Pearl Jam,Garden,neg
Maroon 5,Woman,pos
Young Jeezy,I Luv It,neg
Sondre Lerche,To Be Surprised,pos
Black Sabbath,Too Late,neg
Au Revoir Simone,All Or Nothing,pos
Nelly,Country Grammar (Hot...),neg
Loverboy,Notorious,pos
Marilyn Monroe,Diamonds Are a Girl's Best Friend,pos
Jeff Buckley,I Know It's Over,neg
Deer Tick,Ashamed,pos
Nirvana,All Apologies,neg
Mariee Sioux,Wild Eyes,pos
Paris Hilton,Stars Are Blind (Album Version),pos
Stephen Malkmus,Phantasies,pos
Thrice,The Whaler,neg
Korn,Throw Me Away,neg
Jack Johnson,Cupid,pos
French Affair,My Heart Goes Boom,pos
The Temptations,Don't Look Back,pos
Gap Band [1],Burn Rubber (Why You Wanna Hurt Me),neg
DIR EN GREY,GRIEF,neg
Michael Jackson,Butterflies,pos
India.Arie,Can I Walk With You,pos
Crippled Black Phoenix,Burnt Reynolds,neg
mewithoutYou,The Soviet,neg
Gwen Stefani,Harajuku Girls,pos
Cursive,The Game of Who Needs Who the Worst,neg
Michael BublÃ©,A Foggy Day (in London Town),pos
The Presidents of the United States of America,Lump,pos
Mortiis,Everyone Leaves,neg
Polarkreis 18,Ursa Major,neg
Tingsek,World Of Its Own,pos
Cherish the Ladies,Bogie's Bonnie Belle,neg
Red House Painters,Medicine Bottle,neg
Pixie Lott,Nothing Compares,neg
Ladyhawke,Dusk Till Dawn,pos
Sia,Rewrite,pos
Macy Gray,Sexual Revolution,pos
Donald Fagen,Walk Between Raindrops,pos
Ella Fitzgerald,It's Only A Paper Moon,pos
Emily Jane White,The Demon,neg
Christina Aguilera,Keeps Gettin' Better,pos
Japan,My New Career,neg
Sum 41,In Too Deep,pos
We Are The Fallen,Tear The World Down,neg
My Bloody Valentine,Several Girls Galore,neg
"Mack, Craig",Flava in Ya Ear,neg
Alicia Keys,If I Ain't Got You,pos
Enrique Iglesias,Tu Vacio,neg
The Doors,Strange Days ( LP Version ),neg
Conway Twitty,How Much More Can She Stand,neg
Ben Lee,We're All In This Together,pos
Jamie Cullum,But For Now,pos
Junior Senior,"Good Girl, Bad Boy",pos
Dar Williams,Better Things,pos
Hanne Hukkelberg,Little Girl,pos
Depeche Mode,Sister Of Night,neg
Youth Group,Lillian Lies,pos
Tammy Wynette,Stand By Your Man,neg
The Cooper Temple Clause,Murder Song,neg
Katatonia,Inside the City of Glass,neg
Adele,Daydreamer,pos
Tristan Prettyman,Melting,pos
S Club 7,Reach,pos
Dido,Christmas Day,pos
The Contours,Do You Love Me,pos
The J. Geils Band,Centerfold,pos
Savage Garden,You Can Still Be Free,neg
Madredeus,O Pomar Das Laranjeiras,neg
Maggie Reilly,All My Heart Can Hold,neg
The Black Dahlia Murder,Miasma,neg
BjÃ¶rk,Pluto,neg
Miss Li,Is This the End,neg
Eftos,Suiright,neg
Tom Waits,Christmas Card from a Hooker in Minneapolis,neg
Billy Talent,Nothing To Lose,neg
Amorphis,Misery Path (From the Privilege of Evil),neg
Dwele,Find A Way,pos
Groove Armada,Superstylin',pos
Avril Lavigne,Unwanted,neg
Gregory Abbott,Shake You Down,pos
"Buckley, Jeff",Last Goodbye,neg
Mr. Vegas,Tamale,pos
Nine Inch Nails,The Hand That Feeds,neg
Marusha,Somewhere Over the Rainbow,pos
Symphony X,The Divine Wings Of Tragedy,neg
The Little Ones,There's a Pot a Brewin',pos
The Bird And The Bee,Love Letter to Japan,pos
Backstreet Boys,I Want It That Way,pos
Korn,Falling Away From Me,neg
The Police,Voices Inside My Head,neg
PJ Harvey,Grow Grow Grow,neg
Patty Griffin,Moses,neg
Great Lake Swimmers,I Will Never See the Sun,pos
Broken Social Scene,Swimmers,pos
TLC,What About Your Friends,pos
Neutral Milk Hotel,Oh Comely,neg
The Puppini Sisters,Walk Like An Egyptian,pos
The Crash,Phoebe,neg
Nick Cave & The Bad Seeds,Christina The Astonishing (2010 Digital Remaster),neg
Cradle Of Filth,Summer Dying Fast,neg
Jason Michael Carroll,No Good In Goodbye,neg
Boys Like Girls,Five Minutes To Midnight,pos
Wet Wet Wet,Angel Eyes (Home And Away),pos
Sonic Youth,JC,neg
Secret Garden,Gates Of Dawn,pos
Metallica,Last Caress/Green Hell,neg
Dixie Chicks,Top Of The World,neg
Editors,Well Worn Hand,neg
Teitur,I Run The Carousel,pos
Massive Attack,Hymn of the Big Wheel,pos
Moby,South Side,pos
Britney Spears,Don't Go Knockin' on My Door,pos
Pulp,Don't You Want Me Anymore?,neg
Big Star,Holocaust,neg
The Antlers,Two,pos
Melanie C,You Will See,neg
Matt Costa,Miss Magnolia,pos
The Cinematic Orchestra,Burn Out,pos
Muse,New Born,neg
Manic Street Preachers,Ifwhiteamericatoldthetruthforonedayit'sworldwouldfallapart,neg
The Byrds,Hickory Wind,neg
The Beatles,Run for Your Life,neg
The Cranberries,Electric Blue,neg
Matthew Good,Champions Of Nothing,neg
Soilent Green,12 oz. Prophet,neg
Diana Ross and The Supremes,Someday We'll Be Together,pos
The Mills Brothers,You Always Hurt the One You Love,neg
Nellie McKay,Clonie,pos
Moby,Signs of Love,pos
Kashmir,Danger Bear,pos
Laura Branigan,Self Control,pos
John Mayer,Waiting On The World To Change,pos
Manic Street Preachers,You Stole The Sun From My Heart,neg
Swingin' Medallions,Double Shot (Of My Baby's Love),pos
Nine Inch Nails,Right Where It Belongs,neg
Mariah Carey,I'll Be Lovin' U Long Time,pos
Enya,The Longships,pos
Nine Inch Nails,The Big Come Down,neg
Michelle Tumes,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),neg
Pink Floyd,Hey You,neg
Koop,Summer Sun,pos
Sum 41,Fat Lip,pos
Deftones,To Have And To Hold,neg
U2,Beautiful Day,pos
Marianne Faithfull,How Many Worlds,neg
Woven Hand,Story and Pictures,neg
Lynyrd Skynyrd,I Never Dreamed,neg
Christina Aguilera,Walk Away,neg
"Taylor, Koko",Wang Dang Doodle,neg
3 Doors Down,Sarah Yellin',neg
Natalie Walker,No One Else,pos
Sean Kingston,Beautiful Girls,pos
Bright Eyes,A Perfect Sonnet,neg
De La Soul,"Me, Myself and I",neg
Slayer,Live Undead,neg
Kraftwerk,Computer Love (2009 Digital Remaster),neg
Weezer,Island In The Sun,pos
Shwayze,Corona And Lime,pos
Erykah Badu,Me,pos
New Order,All Day Long,neg
Owl City,Panda Bear,pos
Sia,Where I Belong,pos
Riverside,The Same River,neg
The Decemberists,When the War Came,neg
Modest Mouse,Dance Hall,pos
Jesse Malin,Broken Radio,neg
Skinny Puppy,Assimilate,neg
112,U Already Know,pos
Katie Melua,Halfway Up The Hindu Kush,pos
1910 Fruitgum Company,Simon Says,pos
Nightwish,Sleepwalker,neg
Yonder Mountain String Band,Snow on the Pines,pos
Blackfield,Glow,neg
Michael Jackson,Who Is It,neg
Dan Le Sac vs Scroobius Pip,Look For The Woman,neg
Lemon Jelly,Nice Weather For Ducks,pos
Yeah Yeah Yeahs,Hysteric,pos
Nick Cave & The Bad Seeds,She Fell Away (2009 Digital Remaster),neg
John Wesley,The Emperor Falls,neg
The Kinks,All Day And All Of The Night,pos
Cee-Lo,All Day Love Affair,pos
Rise Against,Drones,neg
Katie Melua,Shy Boy,pos
Antony and the Johnsons,Free at Last,neg
Michael McDonald,Love Can Break Your Heart (LP Version),neg
10 Years,Wasteland,neg
Rage Against the Machine,Pistol Grip Pump,neg
The Pussycat Dolls,Buttons,pos
Nat King Cole,Love Letters,pos
Xavier Rudd,Shelter,pos
Hues Corporation,Rock The Boat,pos
Scatman John,Scatman's World,pos
The Black Ghosts,Until It Comes Again,pos
Keith Urban,Somebody Like You,pos
Peter Sellers,Unchained Melody,pos
Eminem,Ricky Ticky Toc,neg
Clan of Xymox,Louise,neg
Scissor Sisters,Laura,pos
Frank the Baptist,On My Tongue,neg
Bone Thugs-N-Harmony,Servin' Tha Fiends,neg
The Rolling Stones,She's a Rainbow,pos
Rainbow,Can't Happen Here,neg
Lighthouse Family,High,pos
Hellogoodbye,Figures A And B (Means You And Me),pos
Patti Smith,Pissing in a River,neg
Dean Martin,Pennies From Heaven,neg
The Libertines,Radio America,pos
Kinks,Sunny Afternoon,neg
Enya,If I Could Be Where You Are,pos
Gorillaz,To Binge (Feat. Little Dragon),pos
Kool & The Gang,Summer Madness,pos
Sheryl Crow,Picture,neg
Future Leaders of the World,Spotlight,neg
Nine Inch Nails,The Wretched,neg
Nightwish,Beauty of the Beast: Long Lost Love/One More Night to Live/Christabel,neg
Manu Chao,Clandestino,pos
Aqua,Around The World,pos
Slayer,Psychopathy Red,neg
Belle and Sebastian,We Are the Sleepyheads,pos
"Bowie, David",Changes,neg
Sharleen Spiteri,All The Times I Cried,neg
The Moldy Peaches,Lazy Confessions,pos
Blur,Bank Holiday,pos
John Mayer,Quiet,pos
VAST,Sunday I'll Be Gone,neg
Julie Roberts,Unlove Me,neg
Helmet,Give It,neg
James Morrison,You Make It Real,pos
The Vaselines,Molly's Lips,pos
Mott the Hoople,"Ballad of Mott the Hoople (26th March 1972, ZÃ¼rich)",neg
Infected Mushroom,Deeply Disturbed (Edit),neg
War,Low Rider,pos
Cut Copy,Far Away,pos
Black Rebel Motorcycle Club,The Line,neg
Dusty Springfield,Son Of A Preacher Man,pos
Beatallica,Leper Madonna,pos
Fantasia,You Were Always On My Mind,pos
Amorphis,Into Hiding,neg
Roy Ayers,Searching,pos
OutKast,Take Off Your Cool,pos
The Smiths,Reel Around the Fountain,neg
Darren Hayes,Unlovable,neg
Slut,It Was Easier,neg
Red House Painters,Shock Me,neg
Mazzy Star,I've Been Let Down,neg
Placebo,Brick Shithouse,neg
EMF,Unbelievable,pos
Blonde Redhead,Falling Man,neg
Sugababes,Denial,pos
The Kinks,Tired of Waiting for You,neg
1910 Fruitgum Company,Bubble Gum World,pos
Eddie Vedder,Long Nights,neg
Walker Brothers,Make It Easy on Yourself,neg
Joy Division,Passover,neg
Radiohead,Punchdrunk Lovesick Singalong,neg
Res,Let Love,pos
Stabbing Westward,Everything I Touch,neg
Kate Nash,Mariella,pos
Katie Melua,If You Were A Sailboat,pos
My Dying Bride,The Light at the End of the World,neg
Elvis Presley,Jailhouse Rock,pos
Let Loose,Crazy For You,pos
The Dresden Dolls,Slide,neg
Jack Johnson,Inaudible Melodies,pos
The Killers,Enterlude,pos
The Wave Pictures,I Love You Like A Madman,pos
Jack Johnson,Times Like These,pos
Snow Patrol,The Golden Floor,pos
Belphegor,The Sukkubus Lustrate,neg
Replacements,Bastards of Young,neg
Erykah Badu,Drama,pos
Slayer,Ghosts of War,neg
Pearl Jam,Crazy Mary,neg
Tracey Thorn,Nowhere Near,neg
Yo La Tengo,Let's Save Tony Orlando's House,pos
Soul Embraced,Someday (Immune Album Version),neg
Fat Joe,Prove Something (explicit album version),neg
Deep Purple,Never Before,neg
Tom Waits,"Depot, Depot",neg
Al Green,Look What You Done For Me,pos
Bronco,Que Te Han Visto Llorar,neg
Grand Archives,Torn Blue Foam Couch,pos
Ink Spots [1],Don't Get Around Much Anymore,neg
Ice Cube,It Was A Good Day,pos
Hot Hot Heat,Save Us S.O.S.,pos
Sara Bareilles,One Sweet Love,pos
Agnes,I Need You Now,neg
Joni Mitchell,Morning Morgantown,pos
Kathleen Edwards,Hockey Skates,neg
Ice Cube,No Vaseline,neg
The Tokens,The Lion Sleeps Tonight (Wimoweh),pos
Genesis,I Can't Dance,pos
Sia,Distractions (Live),pos
Slayer,Beauty Through Order,neg
OutKast,The Way You Move,pos
Simon & Garfunkel,El Condor Pasa (If I Could),pos
Rachel Stevens,Nothing Good About This Goodbye,neg
Diorama,The Rational Anthem,neg
D'Angelo,Send It On,pos
The Strokes,You Only Live Once,pos
Kool Keith,Tess Shit,neg
The Fratellis,Henrietta,pos
Blue October,Razorblade,neg
Kris Kristofferson,Killer Barracuda,neg
The Bouncing Souls,The Pizza Song,pos
Belle and Sebastian,The Model,pos
Blondie,Rapture,neg
Hank Snow,I Went to Your Wedding,neg
The Smashing Pumpkins,Rotten Apples,neg
PJ Harvey,Down by the Water,neg
Big Star,Ballad of el Goodo,neg
The Distillers,Oh Serena,neg
Suicidal Tendencies,Two-Sided Politics,neg
Cowboy Mouth,Jenny Says,neg
COLD,Confession,neg
Polly Scattergood,Please Don't Touch (The Golden Filter Remix),neg
Oasis,I'm Outta Time,neg
Sage Francis,Crack Pipes,neg
Mr. Scruff,Get a Move On,pos
Morcheeba,Way Beyond,pos
Straylight Run,Another Word for Desperate,neg
Blue October,My Never,neg
Geri Halliwell,Circles Round The Moon,pos
Anthrax,A.I.R.,neg
Megadeth,Good Mourning/Black Friday,neg
Pulp,This Is Hardcore,neg
TÃ©lÃ©popmusik,Smile,pos
Keren Ann,In Your Back,pos
Bryan Adams,Let's Make A Night To Remember,pos
Mazzy Star,Before I Sleep,pos
VAST,Don't Take Your Love Away,neg
Ella Fitzgerald,I'm Making Believe,neg
Daughtry,What I Want,neg
Brett Dennen,When You Feel It,pos
Britney Spears,Brave New Girl,pos
The Undertones,Here Comes The Summer,pos
Rob Zombie,Dragula,neg
Creedence Clearwater Revival,I Heard It Through The Grapevine,pos
Gorillaz,Slow Country,pos
Lita Ford,Close My Eyes Forever,neg
Tom Waits,Old Shoes,neg
We The Kings,Check Yes Juliet,pos
Erin McCarley,Pitter-Pat,pos
Metallica,Fade to Black,neg
Van Hunt,"Daredevil, baby",pos
Ben Folds,Bitches Ain't Shit,pos
Poets of the Fall,Illusion & Dream,neg
Nine Inch Nails,Something I Can Never Have,neg
Wilco,What Light,pos
Lloyd Banks,South Side Story,neg
Faron Young,It's Four In The Morning,neg
Diana Krall,The Look Of Love,pos
Groove Armada,Song 4 Mutya (Out Of Control),pos
Estatic Fear,Chapter IV,neg
J.J. Cale,After Midnight,pos
Enigma,Principles of Lust,pos
Nine Inch Nails,Last,neg
The Moldy Peaches,Who's Got the Crack,pos
Meat Loaf,Paradise By The Dashboard Light,pos
Soul Coughing,Mr. Bitterness,neg
Casiotone For The Painfully Alone,Dying Batteries,neg
Eurythmics,A Little Of You,neg
Bob Dylan,Most Of The Time,neg
The Arrogant Worms,I am Cow,pos
The Smashing Pumpkins,The Everlasting Gaze,neg
The Jacksons,This Place Hotel,neg
Frankmusik,3 Little Words,pos
New Order,I.C.B.,neg
Psapp,"Tiger, My Friend",pos
Whitey,Halfway Gone,pos
Brandy,I Tried,neg
Zeromancer,Chromebitch,neg
Animal Collective,Prospect Hummer,pos
Corinne Bailey Rae,Put Your Records On,pos
Jem,Wish I,pos
"Davis, Miles Quintet",My Funny Valentine,neg
Hole,Pretty On The Inside,neg
Converge,Plagues,neg
Soul II Soul,Get A Life,pos
Cyndi Lauper,Girls Just Want To Have Fun,pos
Clann ZÃº,One Bedroom Apartment,neg
Alice Smith,Woodstock,pos
"Harry Connick, Jr.",A Wink and a Smile,pos
Bruce Springsteen,State Trooper,neg
Silverchair,Straight Lines,pos
Neil Diamond,Another Day (That Time Forgot),neg
Mama Cass,It's Getting Better,pos
Bebo Norman,Sunday,neg
John Lennon,I Found Out,neg
The Dresden Dolls,Half Jack,neg
My Dying Bride,My Wine in Silence,neg
Rob Zombie,Pussy Liquor,neg
The Innocence Mission,Love That Boy,pos
The Platters,Only You,pos
Dropline,Weight Of The World (Album Version),neg
BjÃ¶rk,Big Time Sensuality,pos
Steve Vai,Brother,neg
Clan of Xymox,Without A Name,neg
Social Distortion,So Far Away,neg
Blondie,The Tide Is High,pos
Sage Francis,High Step,neg
Mark Schultz,Running Just To Catch Myself,pos
Bachman-Turner Overdrive,Blue Collar,pos
Eminem,Soldier,neg
Suburban Kids With Biblical Names,Seems To Be on My Mind,pos
Kool Moe Dee,Death Blow,neg
The Boy Least Likely To,I See Spiders When I Close My Eyes,pos
The Chameleons,Monkeyland,neg
The Telescopes,The Perfect Needle,neg
Silbermond,Durch die Nacht,neg
Cream,We're Going Wrong,neg
Thursday,The Lovesong Writer,neg
Current 93,Hitler as Kalki (SDM),neg
Paradise Lost,Say Just Words,neg
The Magic Numbers,Forever Lost,pos
Depeche Mode,Waiting For The Night,neg
Bob Marley,Concrete Jungle,neg
Say Anything,Admit It!!!,neg
Keith Urban,I Could Fly,pos
The Foreshadowing,The Wandering,neg
Norah Jones,Little Room,pos
"Pogues/MacColl, Kirsty",Fairytale of New York,neg
Gorillaz,Dare,pos
Death In Vegas,Killing Smile,pos
The Nolans,I'm In The Mood For Dancing,pos
Evanescence,Haunted,neg
The Cure,Give Me It,neg
Kelis,Caught Out There,neg
Bloodhound Gang,Fire Water Burn,pos
Jonas Brothers,Kids Of The Future,pos
Shai Hulud,We Who Finish Last,neg
Brooks & Dunn,Neon Moon,neg
Joy Division,The Eternal,neg
Switchblade Symphony,Rain,neg
Maroon 5,Kiwi,pos
Pati Yang,Switch Off The Sun,pos
Kelly Clarkson,Addicted,neg
Sentenced,Neverlasting,neg
Jimi Hendrix,Voodoo Chile Blues,neg
Aesop Rock,"Food, Clothes, Medicine",neg
Maxwell,Reunion,pos
Real Kids,All Kindsa Girls,neg
Norah Jones,I've Got To See You Again,pos
Natalie Imbruglia,Intuition,pos
Belle & Sebastian,If You're Feeling Sinister,neg
Raphael Saadiq,Still Ray,pos
The Cure,Maybe Someday,neg
Paul Davis,Sweet Life,pos
Whipping Boy,We Don't Need Nobody Else,neg
Emmy the Great,We Almost Had A Baby,pos
Atlantic Starr,Secret Lovers,pos
Elizabeth Anka Vajagic,Around Here,neg
India.Arie,I Am Not My Hair,pos
Story Of The Year,Swallow The Knife (Live) (Segue),neg
The Cooper Temple Clause,Digital Observations,neg
Madness,Baggy Trousers,pos
JoJo,Coming For You,pos
The Cure,Why Can't I Be You?,pos
Leona Naess,Star Signs,neg
Goldfrapp,Ooh La La,pos
Nick Cave & The Bad Seeds,Still In Love,neg
The Cure,Out of Mind,neg
Phoenix,Holdin' On Together,pos
Gipsy Kings,Bamboleo,pos
Emigrate,In My Tears,neg
Anja Garbarek,Born That Way,pos
Hot Hot Heat,This Town,pos
Brenda Lee,Coming on Strong,neg
George Harrison,Hear Me Lord (2001 Digital Remaster),neg
ATB,Break My Heart,neg
Nine Inch Nails,Hurt (Quiet),neg
The Winans,The Question Is (Album Version),neg
Camp Lo,Sparkle,neg
Ronan Hardiman,Suil A Ruin,pos
Lionel Richie,Don't Wanna Lose You,pos
The Pipettes,Tell Me What You Want,pos
Enya,Anywhere Is,pos
Zero 7,Spinning,pos
Iron & Wine,Lovesong of the Buzzard,pos
Belle and Sebastian,"Stop, Look and Listen",pos
Noir DÃ©sir,Des Armes,neg
Patrick Wolf,Battle,neg
Mudhoney,New Meaning,neg
The Presidents of the United States of America,Boll Weevil,pos
Babyshambles,Killamangiro,pos
Camera Obscura,Your Picture,neg
Billie Holiday,Strange Fruit,neg
Jack Johnson,Symbol In My Driveway,pos
Bill Engvall,Factory Outlet Malls,pos
Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",neg
The Kooks,Shine On,pos
The Cardigans,Iron Man,neg
The Police,Driven To Tears,neg
SÃ©rgio Godinho,Fotos do Fogo,neg
John Mayer,Come Back To Bed,pos
Urge Overkill,Crackbabies,neg
Luther Vandross,Stop to Love,pos
The Beautiful South,You Keep It All In,pos
Dave Matthews Band,Louisiana Bayou,pos
Frank the Baptist,Silver Is Her Color,neg
Relient K,The Pirates Who Don't Do Anything,pos
Dax Riggs,Radiation Blues,neg
Three Dog Night,Joy To The World,pos
Isis,The Other,neg
Jamie Cullum,In the Wee Small Hours of the Morning,pos
Korn,Faget,neg
April Wine,Babes In Arms,neg
Caesars,Jerk It Out,pos
Nine Inch Nails,Happiness In Slavery,neg
Musiq,Just Friends (Sunny),pos
Elisa,Electricity,pos
Madeleine Peyroux,You're Gonna Make Me Lonesome When You Go,pos
Book of Love,Candy Carol,pos
Bloodhound Gang,Lift Your Head Up High (And Blow Your Brains Out),pos
Massive Attack,Light My Fire (Live),pos
The Everly Brothers,So Lonely,neg
Betty Noyes,Baby Mine,neg
Matt Costa,Heart Of Stone,pos
Secondhand Serenade,End,neg
Cancer Bats,Sabotage,neg
The Chemical Brothers,Marvo Ging,pos
Working for a Nuclear Free City,So,pos
Squeeze,Tempted,pos
Uriah Heep,Ghost of the Ocean (Live),neg
Rainbow,Catch The Rainbow,neg
Jack Johnson,Flake,pos
Amel Larrieux,Even If,pos
"Orbison, Roy",Crying,neg
Hellsongs,Run to the Hills,pos
Owl City,Dental Care,pos
Tenacious D,Lee,pos
Mudvayne,All That You Are,neg
The Ocean,Eoarchaean,neg
Jukebox the Ghost,Hold It In,pos
Spongebob Squarepants,The Best Day Ever,pos
Eftos,Forever Never,neg
The Cure,All I Want,neg
Fatboy Slim,Wonderful Night,pos
Dave Matthews Band,Lover Lay Down,pos
Slipknot,Gently (Album Version),neg
Beulah,Popular Mechanics for Lovers,pos
Tones On Tail,Burning Skies,neg
Wyclef Jean,Two Wrongs,pos
The Coasters,Yakety Yak,pos
Anathema,One Last Goodbye,neg
Edyta GÃ³rniak,If I Give Myself (Up) to You,pos
Lizzy Borden,There Will Be Blood Tonight,neg
Calvin Harris,Merrymaking At My Place,pos
Ben Gibbard,You Remind Me Of Home,pos
