Artist,Song,Mood,song_id
Demon Hunter,Deteriorate,neg,3imY7eETBfsth0ZNhiIug3
Skip James,Hard Time Killin' Floor Blues,neg,28fvTPafGpuL3Eh1tmhp6G
Novembre,Verne,neg,63DqeZNxhB6SaQq3ZtNoms
Smash Mouth,Walkin' On The Sun,pos,4TQeNHx85xcP9YRkvJC6K1
Shy Child,The Volume,pos,3eug8F6tjg3UEqt0tNjLGn
The Stylistics,You Make Me Feel Brand New,pos,00CCi9yHJh7NjXcNT565Ja
Porcupine Tree,Russia on Ice,neg,1OErxMVzHep3wrzisEGLGY
She & Him,This Is Not a Test,pos,2sp2uPqHFctnFeaerikXCT
Weezer,My Name Is Jonas,pos,4nzyOwogJuWn1s6QuGFZ6w
New Edition,Can You Stand The Rain,pos,1vbe9sh7U9vdMceAhitWr2
R.E.M.,Sad Professor,neg,0Ztmm8K7D2kzGj4RxlEEpl
Tom Petty,Love Is A Long Road,pos,4PJEK76V3A1S0XzZJuTWh7
Reel Big Fish,Thank You For Not Moshing,pos,40rkXoCkJZBJ54teLwY25R
Britney Spears,Break The Ice,pos,52K4Nl7eVNqUpUeJeWJlwT
of Montreal,I Was Never Young,pos,3vPdanGZRJILGXC3jzIgYc
Hole,Dying,neg,59m93IlJ9N9dOjAZIm9NzY
Jonas Brothers,When You Look Me In The Eyes,pos,4kf33kU0KAlkNBK9pNbYNU
Hatebreed,Mark My Words (Album Version),neg,
Passion Pit,Moth's Wings,pos,1WETgXqmJ2NaziQhtav0pK
Doug Stone,I'd Be Better Off (In A Pine Box),neg,2hD8V19YG036CRwKXnpGK6
Butthole Surfers,22 Going on 23,neg,1f4Dmoh5BbeSi3v6J6p6CE
Delta Goodrem,In My Own Time,pos,3NbO7eCA5QR1dSReThIG5u
16 Horsepower,Low Estate,neg,0crVMwDCwI6KSYpWaeWOHc
Travis,Coming Around,pos,0fmNn4Xj4z0W4Betw8yuQG
Dishwalla,Drawn Out,neg,0KhTq6m1KoqSK1UBrjxtQ8
Spahn Ranch,The Conversation,neg,2LPLfzX076Bb2yr0KWNhGz
Katatonia,Ghost of the Sun,neg,3WKxVuSc8ks26clvXbUYsa
Jens Lekman,The Wrong Hands,pos,
Bruce Robison,Travelin' Soldier,neg,631jX7T3dyGl02AVnDYIDc
"""Weird Al"" Yankovic",Polka Power!,pos,4N9mlIqnFgkhoxuWpbvUyg
Right Said Fred,I'm Too Sexy,pos,2WElktskrNJEwgpp5Vouxk
The Feeling,Without You,pos,4GlGiTsdICTSL0zlqkObT5
The Everly Brothers,It's All Over,neg,4y1lOHd0TAiFjFO77ducry
Van Morrison,Brown Eyed Girl,pos,3yrSvpt2l1xhsV9Em88Pul
Melanie Fiona,Monday Morning,pos,77vjMJ0LBNtNy3GhD7um3F
KT Tunstall,White Bird,pos,6j50qLU6AJqKGMfRTJpJeY
Krokus,Screaming in the Night,neg,25suYHVUwWFTG6G31kuhZH
Kiss,A World Without Heroes,neg,4DOz0UJE26W5bLvvfvQ86n
Air,Don't Be Light,pos,1vO7cEdUkYHjHuSKg1HdSC
Donavon Frankenreiter,On My Mind,pos,2Ztu9QCMySsXe4zBWsWqcd
Boyz II Men,I'll Make Love To You,pos,7dfl9X38RhIvB3oSmmneq3
Tori Amos,Body and Soul,neg,1Dq4roVBBxkd83F5Yqzf03
Demon Hunter,The Tide Began To Rise,neg,3gRjhWNZ10cdaRPRLbzskT
Paradise Lost,Erased,neg,6qEUtvKtWECvcS2JrskKFq
Sam Brown,Tea,pos,0wiiJHNsLmx0HKkpAhftce
Eskimo Joe,London Bombs,neg,5lmbWQ4vArn4fgGWUfh9bR
Jerry Lee Lewis,I'd Do It All Again,neg,0osGW4jJYdxOEk0WQN8uhX
The Rakes,Suspicious Eyes,pos,15Y5nIGFignwUX1bJD5e7A
Adverts,Gary Gilmore's Eyes,neg,4Mj2GtsgUDaf43zxdw48hd
Brian Littrell,Wish,neg,1hTjEce0jCFMWjDZXtb4Fh
New Model Army,Inheritance,neg,6KJQtsmIEPo7YO5e47mV21
The Ataris,The Hero Dies in This One,neg,4N59uQVlMqRqZxgORiixSY
Erykah Badu,On & On,pos,0tNuJpBgtE65diL6Q8Q7fI
Lenny Kravitz,If You Want It,pos,5hzwd9WkSVuYDzwHrRjiW0
Korn,Proud,neg,18JXlmf1BIwLwgFaLAeN2A
UB40,Many Rivers To Cross,pos,6sxpNvsSeTdc4hZWXiVcFP
Jennifer Saunders,Holding Out For A Hero,pos,
Eurythmics,When Tomorrow Comes,pos,37ChXB1nAYEFkzhNhgLt39
Smog,I Was a Stranger,neg,6sit7A9krDJWtAmlMqbF6m
Abba,Dancing Queen,pos,0GjEhVFGZW8afUYGChu3Rr
Bob Dylan,Oh Sister,neg,4JtK4KieKw8mlPAIX4ODht
Rogue Wave,Lake Michigan,pos,4NQlkPiv7G7JlCIwvlswRB
Lenny Kravitz,Love Revolution,pos,1Rqz4zZfuRL72RhzSED3Kp
Foo Fighters,Hell,neg,7xT9J7vWvVEx7AfrNZBcZR
Melissa Manchester,Midnight Blue,pos,0N3qcAXZM06zaTKm7JCtIh
Daft Punk,"Harder, Better, Faster, Stronger",pos,5W3cjX2J3tjhG8zb6u0qHn
Soilent Green,Leaves of Three,neg,6C7KNoe822bbXT3C2R5oL7
Bonnie Somerville,Winding Road,pos,1UgJSScZFHosKKrG7UzYNm
Nirvana,You Know You're Right,neg,5O8L4I2S4izFGDjvP7xAKv
Martina McBride,I Can't Stop Loving You,neg,6JFOyBf9YFagfDD8k3tcjn
Blue Oyster Cult,Godzilla,neg,6N0AnkdDFZUetw8KAGHV7e
Silverchair,All Across the World,pos,1IANzU3UBlpXTwkXv3o9lL
Sophie Ellis-Bextor,Can't Have It All,neg,
Jamie Cullum,Love Ain't Gonna Let You Down,pos,13DkCvhI7OD1Ct1C2TZpSm
Anathema,Angelica,neg,0hXm9zuFNolVGg6UlhbVrT
John Denver,Calypso,pos,2eD5bmknmcojiCxoKpvVTI
Mudvayne,Not Falling,neg,0ss3ny5ZmAYMpTWJDLgnV8
Soundgarden,4th Of July,neg,2bdUkiK4p2wuaqzcBLm1zc
Lauryn Hill,To Zion,pos,7x6hO9VMAee9x1iWaeNkL6
The Breeders,Cannonball,pos,1KdwPeY1WRWQGHCmRJTveb
Ella Fitzgerald,Cheek To Cheek,pos,33jt3kYWjQzqn3xyYQ5ZEh
Jamie Cullum,Our Day Will Come,pos,1xIDCvfDvsLSlrxOrYuHjA
Circle Jerks,Question Authority,neg,5TS4qrO34nNrCMV5VKIIFq
Spice Girls,Too Much,pos,1RQnYh2xw2BPpnzQFbO5r5
Isaac Hayes,Theme From Shaft,pos,74rZrZDSsUl5L8WCxLe154
Kataklysm,The Road To Devastation,neg,0kzt14ksOklj3RaK6wPCIV
Beach House,Lover Of Mine,pos,3vjg1jp8IpMd121WcDiF6L
Afroman,Because I Got High,pos,0rRboI6IRuGx56Dq3UdYY4
The Jam,The Modern World,neg,1pXXriSh4lpOKFqsAWVdHe
Paper Route,Second Chances,neg,6kUdVJNBeMh0vqBMwkxBf1
Dusty Springfield,I Only Want To Be With You,pos,31A3oqQxDLdG9HRx45z62d
Boy Kill Boy,No Conversation,pos,
BjÃ¶rk,Headphones,pos,
Nine Inch Nails,Mr. Self Destruct,neg,6m44QcsdbzCOL1Gacaxo8N
Bilal,Soul Sista,pos,54SqlaPV5mzRTBBWdnE1OO
Emperor,With Strength I Burn,neg,4Ug7jggetFjiGK5JxWIWJJ
Razorlight,Get It And Go,pos,6SMS5qKl2kOsItY3MkkwGm
El Perro del Mar,This Loneliness,neg,28JujN28vgNWw2lyFEqQOC
Mylo,Need You Tonite,pos,6u6zx3wg2otwDHSxjy8BFR
The Fratellis,Cuntry Boys & City Girls,pos,
Antimatter,Fighting for a Lost Cause,neg,3Q6aslDsDC0897i2hy6w76
Tom Waits,Black Wings,neg,2Vj0hMRFCsIwBZjR7gL9jY
Blackalicious,Sky Is Falling,neg,3uqUKVl4OrpOJEpy7N8Aka
George Jones,Where Grass Won't Grow,neg,1zuUe8VDkzDSsxzOuqC9WP
Leonard Cohen,"Seems So Long Ago, Nancy",neg,4XUR6E13wAT6XKcyCpSa7f
Eminem,Paul,neg,2FPtJP6CQ68hOTHt0OysXC
Edyta GÃ³rniak,I Don't Know What's on Your Mind,pos,
Porcupine Tree,Shesmovedon,neg,6DJZ3XQhQ6htX64UVuk2Lg
Kelly Clarkson,My Life Would Suck Without You,pos,4Dm32oO01YpIubCHaAtKkN
April Stevens,Teach Me Tiger,pos,0w5pPZGAIQfEvXxjUlmsbk
Radiohead,A Wolf At The Door,neg,3OHevW2cUT176DXWV0lHg9
Eftos,Hyaluron,neg,7dA48sEJGm2nUia2hAGWT2
Cathedral,Ebony Tears,neg,2KeNSHFAoULjXHjE5cMJE5
The Notorious B.I.G.,Ready to Die,neg,2g8HN35AnVGIk7B8yMucww
"Dylan, Bob","Don't Think Twice, It's All Right",neg,2WOjLF83vqjit2Zh4B69V3
The Limp Twins,Sunday Driver,pos,3fLQw9Kv809AeGVlcNUjaw
Fiona Apple,Oh Well,neg,3FFZrw76fPNYRTMHzYA7rb
Filter,Take A Picture,pos,2O2mr2gzBRtKGRiswqRyiN
Bloodhound Gang,Uhn Tiss Uhn Tiss Uhn Tiss,pos,21Vr3DuKIaMjgEaiqdJgpT
Current 93,I Have a Special Plan for This World,neg,4hSybRTjb9O9aBI74sokwv
Bon Jovi,My Guitar Lies Bleeding In My Arms,neg,0RVHFvxK2vB4U8vFKqfWGl
Johnny Cash,The Long Black Veil,neg,1MD5D5cFRKBAwbooPvifjN
Otep,Blood Pigs,neg,5t4raLj2HuARdxKoDefT57
Kiuas,The Spirit of Ukko,neg,7mB3NS0F4NF1UjPAsdOdWF
Rage Against the Machine,I'm Housin',neg,4eDBENLsKIh5e4VvX7PXtf
Robin Thicke,Everything I Can't Have,pos,1bPVqA9VD5iqIEtN8F1SEo
William Shatner,Ideal Woman,pos,1DRltGJgHrQXeQwkxL61K5
Beulah,I'll Be Your Lampshade,pos,3qMllu8XFtWV7fkIDPMceA
Tori Amos,Marianne,neg,2YHH8QwSZQ7bUnE9Y6kCeq
Anthrax,Among the Living,neg,0MuJLuEaZuXX8aMBFCrTE4
SÃ©bastien Tellier,Divine,pos,6JYxLv2GGPaZDkyJaHSQJY
Dilated Peoples,World On Wheels,neg,0vonGlSTjuQYe0yYJkU2Rf
Anna Nalick,Forever Love (Digame),pos,5Ol2eQ2PQqLS7as5Nrb5t8
Ella Fitzgerald,You're Laughing At Me,pos,52eZ0SC7uWwIqT8kf1PLhX
TV on the Radio,Love Dog,neg,418BlZKdSNGVdSpHDMWudg
Placebo,Hardly Wait,neg,
Nine Inch Nails,Ruiner,neg,0KIwLmhPmSJNHWJjCRBhd9
D'Angelo,Spanish Joint,pos,4euxFlxLWVGmZZLyYARTyE
Dave Matthews Band,Jimi Thing,pos,14nLgBmob1fKm8QvCOuy5n
Sophie Milman,Agua De Beber,pos,4ic2XfSYoMch7DrdNf2T3N
Electric Light Orchestra,Don't Bring Me Down,pos,72ahyckBJfTigJCFCviVN7
Pink Martini,Hang On Little Tomato,pos,15ffrEHBHIbXWJcsGx402o
BeyoncÃ©,Be With You,pos,0nCpWqYQ0xpYXHRs4cGEmx
Rozalla,Everybody's Free (To Feel Good),pos,1PrlCxehcEi0KvIwKzJuOl
Dixie Chicks,Not Ready To Make Nice,neg,6LCEyZZHFF4ebF1Mike1s5
Jefferson Starship,Miracles,pos,5dFvprlP5JS7gxeaMhMOWS
Bill Whelan,Riverdance,pos,3IW1HyNymsqTDJ3BgCob0g
Edyta GÃ³rniak,Anything,pos,0lQ5B3O083kODq0Foltuxq
Jack Johnson,All At Once,pos,7p3eluZv7dxIArpFUTBkia
Katatonia,Increase,neg,0Z3d9ppTm5gdbwZZdmRcFr
Erasure,Storm in a Teacup,neg,5i82xWEfy8KPdIu2uLLNYB
Smokie,Oh Carol,pos,581mAo3oqAtLwtGBsDSBUT
Sick Puppies,All The Same,neg,3vIw7vxgUTPtppVwMfhcwo
KT Tunstall,Black Horse And The Cherry Tree,pos,0qAMjeQFyd1qD0LDiV8gWp
Pinback,Bbtone,pos,0BKkLEVKffABwkiZUyIcn8
Patsy Cline,I Cried All The Way To The Altar,neg,1olfSrZQJMq7uDMIjXUn18
The Rocket Summer,Save,pos,3HU9R9rI5jcUuTZTvaaAbF
Seal,Prayer For The Dying (Album Version),neg,
Slipknot,Pulse of the Maggots,neg,0at89DgpVeImkVrQ0htbVm
RÃ¶yksopp,So Easy,pos,4MY8NLRDPXKn6CCsGLweLL
Byrds,Turn! Turn! Turn! (To Everything There Is a Season),neg,5qBqBdfTEIWJwAS0Jm2F5R
Calexico,All Systems Red,neg,1T7P1xK2FKLZVJP1VHgy8a
Leona Naess,Heavy Like Sunday,neg,
Ulver,Blinded by Blood,neg,1if6V7MJ8YtC2ySjHsZaAr
Gwen Stefani,Bubble Pop Electric,pos,4A2vjMnkAWgPVqwl3Xc7pu
Engineers,Waved On,pos,69qXbaXSbD0xtpPHxJcp8k
The Chemical Brothers,Hold Tight London,pos,42b5rRruNIvPcknHfUkkRn
Crystal Castles,Good Time,pos,2n9TwXBQmRaFxsnNZtK4ba
Cake,Hem of Your Garment,pos,5Myoq3na9DWhvv1k9jxFXe
James Taylor,Handy Man,pos,70aUjWZmd9F3bRSsR4DwAJ
Abysmal Dawn,Compulsory Resurrection,neg,5xKie4qu4trmuxaGauywHp
Anberlin,Hello Alone,neg,4fBCB93PpCeFrmwP6sa9PB
No Doubt,Making Out,pos,2fr7EjInxWC6cgtFr8qhQt
Fountains Of Wayne,Hey Julie,pos,2LGAbm0xHNu7scBDVCkFwN
Jack Johnson,Dreams Be Dreams,pos,5cpK8TYeanYi6SkXP3SfGa
The Black Ghosts,Full Moon,pos,0uwNtbl80CvP4EFio32PYv
Simon & Garfunkel,Homeward Bound,neg,4Xl2PrS3DJqqSKXCo6Uhv9
"Cline, Patsy",Sweet Dreams,neg,5R6519S0QFYgKoSqN7mhmH
Thievery Corporation,Until the Morning,pos,20F3FcES8KU4kffMCkFgNN
Badfinger,Baby Blue,neg,6S3JlDAGk3uu3NtZbPnuhS
Ayreon,Day One: Vigil,neg,13AO6AQ9Ehe3MY4RiMKS0e
Rihanna,Hate That I Love You,pos,7iu0WYLdo4yksKf3seaxzI
Placebo,Slave To The Wage,neg,5FFdGnY5RFCoAwQbcdCASP
Danzig,Cantspeak,neg,
Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth,pos,3ocIbyHRuYJmYtjethCjE1
Abba,Ring Ring,pos,5fmvZgUFuUq1SnzT3S6y4o
Sarah Brightman,La Luna,pos,29IyMfGM9G1NqEi3iVD9KL
Porcupine Tree,The Sleep of No Dreaming,neg,0Azd88KPJmLqRx5n0H9CJM
PJ Harvey,Pocket Knife,neg,1fAQNQd7X4MHkh5L0HMX84
The Strokes,Between Love & Hate,neg,5OmumaYiHYXUsYZPGLFTYJ
India.Arie,Brown Skin,pos,3ekAN7Ijl9vIemCaDbh29K
Garbage,When I Grow Up,pos,0Gxznk6D0RMBT1wZqaUX2D
"Jones, George [1]",White Lightning,neg,5aSpkJTEqSVPkbiQB0jibR
Fairport Convention,Who Knows Where the Time Goes?,neg,43IYZ1zQpbXXWhGQEgjAjb
Alice in Chains,Would?,neg,5sFDReWLrZHLFZFjHsjUTS
Jonas Brothers,Goodnight And Goodbye,pos,5Ha1C6wXnYGUCWhsfnPM0w
Nick Cave and the Bad Seeds,Carry Me,neg,4qExPCZ5dATTjeMqP1UMMD
Randy Travis,Wind In The Wire (Album Version),neg,
Jack Johnson,Taylor,pos,1J4YoubtTxLuoKBzRIzHvv
Cypress Hill,Hits From The Bong,pos,0cfqYhY6B8PbGF9vaVNUeG
Janis Joplin,Get It While You Can,pos,3dOfHE5J4Qsj1hJ35vnfn4
John Legend,Number One,pos,3zQGmJ4k3JeqwAjfrEcwHp
Jack Johnson,Mudfootball (For Moe Lerner),pos,4e0TsKPTGF4Jz1sgG9Kd6z
Florence + The Machine,Cosmic Love,neg,1myEOhXztRxUVfaAEQiKkU
Cavalera Conspiracy,Inflikted,neg,3bSnE01X7tezLVR8ppZjvB
Anathema,Judgement,neg,77CzCoPXY11BZ5Qvpc0oIj
Hot Tuna,Candy Man,neg,6Rfv0SLLyW1jVniDcat7F6
Amy Winehouse,Fuck Me Pumps,pos,1FLzTxrNNgqrAEsQvHJ9Gx
Ben Kweller,Run,pos,33zutJ2Ud8XZY2pKSfUXa0
Stabbing Westward,Drugstore,neg,3uud8LUhvmBNRmohuFwrXb
Franz Ferdinand,All My Friends,pos,4EijzPTpbmiV7RLCUSljMV
Vanessa Carlton,Rinse,neg,76kNJ93ikzep2pBF2k555o
Tristan Prettyman,Echo,pos,1rDQEW2VwsizmFEawoF9DI
Michael Jackson,Gone Too Soon,neg,66mXHPRfAwbnNKnTCNpytj
Jimi Hendrix,May This Be Love,pos,1Y6Dv0tWYUP3Za2Es9FUL2
Tullycraft,Twee,pos,54JWqjwNUiAOI5lLzUX9IQ
Icon of Coil,Floorkiller (Daedal remix),neg,
Arctic Monkeys,Baby I'm Yours,pos,0SzvmWfOhoxZVGrmvb56YL
Kathy Mattea,Standing Knee Deep In a River (Dying Of Thirst),neg,0OfXfnRJFR7fyOykFZHXKM
Lenny Kravitz,Bring It On,pos,5Qg9jniMSV8TNpQEqkI5eI
"Alexander, Arthur",Anna (Go to Him),neg,2RgvVD1KcwUtMg8iHcWUXK
Arcade Fire,Old Flame,neg,6DJx9OKnfpvebBhwRHUGEL
Katatonia,Forsaker,neg,2ly0rpPCtErcfnL03fQfeQ
Joe Cocker,Highway Highway,neg,2A9knXWG3aNpWCb3UKXeI1
Susan Tedeschi,It Hurt So Bad,neg,3pqkwpOMCE8XaeX4IllqWu
Two Door Cinema Club,Something Good Can Work,pos,67SrO8B3O8iUq0AmEh0VzJ
My Dying Bride,The Scarlet Garden,neg,6iXtJ1C8xYXBNWA6oJajQy
"Pop, Iggy",Lust for Life,neg,15BQ7vEDv2LJuh8TxWIhtd
BigElf,Falling Bombs,neg,6NjubE4t8N3ne1MKvVb2SZ
The Damned,In Dulce Decorum,neg,3dmobvDw495SmioxUaDJt7
Protest The Hero,Heretics & Killers,neg,43To6bXQXTu01xR0B2bDZA
Barry Louis Polisar,All I Want Is You,pos,5sIBOrRLBI6ypREdEPj2wQ
Big Country,The Storm,neg,6hXUQ5yV1q31w8lhupf0gz
Blake Shelton,I Drink,neg,0Zq29KcaD2vnn6gNPQIkgU
Electric Light Orchestra,All Over The World,pos,71nmjdJx3VPKURkOCL6fKT
Corinne Bailey Rae,Call Me When You Get This,pos,2KTPl195TxcS4zywV8p1EY
Anita Baker,Sweet Love,pos,6Ycf7Ch2VlEKlORbz7yfpJ
Trace Adkins,Help Me Understand,neg,1eqw9X3NsJeBcr7eExLIAA
Egotrippi,Matkustaja,neg,7jReBG8EdVZ6dWyo5uEl1r
Tori Amos,Hotel,neg,4PenVqbjHNA7jxbl0dPeqR
Arctic Monkeys,Fake Tales Of San Francisco,neg,7BuzJmV2h6eBbSDdRaDY7C
Jonathan Coulton,I Feel Fantastic,pos,0iq3MFEbuKTWJgdhwdOwXI
Cake,"Mahna, Mahna",pos,5FnyVsDPOblZ8gVvaXta9z
Jack Johnson,Staple It Together,pos,3fCJRE4P1uU8dcqEW5mnM6
brokeNCYDE,Schitzo,neg,6gJfNgNLuYALAvlfQ2Fx6n
Placebo,Song To Say Goodbye (Live),neg,
Lou Reed,Street Hassle,neg,3ecvnatX2V8cjPr1NMce05
DMX,We in Here,neg,1ZaATxvzwpwQel4ryicB3o
Natalie Cole,Take A Look  (LP Version),neg,
Angels & Airwaves,Love Like Rockets,pos,4UhzOFoAENgWKOq1vgP9a3
Grand Archives,Swan Matches,pos,6me1hcN1gDrlXAHTHZ4PFE
The Band,The Night They Drove Old Dixie Down (alternate mix),neg,7G4mN7ip5jrglGGUOTmC9Z
Concrete Blonde,Caroline,neg,2m0Y2bU0aDj3ctdYCDEiH2
Anathema,Emotional Winter,neg,4kNfwRkJEHhO9ndF8EyrFd
Rage Against the Machine,War Within A Breath,neg,3Hxu3Ey1TV9mZ5XqMXckiS
Kings Of Convenience,Toxic Girl,pos,3SGobyjsonmpTsr3M3qyLK
Townes Van Zandt,Snake Mountain Blues,neg,4l2ON6RUaS9rLJYKogUwlK
Willie Nelson,Fire and Rain,neg,7rbpEPcHVzs7FLtVDlAOr5
Mott The Hoople,All The Young Dudes,pos,0WNGPpmWqzPnk0psUhJ3SX
Ryan Adams,Wish You Were Here,neg,0HCaIRZyv32CpQnBGqQyDu
Cornershop,Brimful Of Asha,pos,6qk9YFIATDEj7STYyCnZA8
Godsmack,I Fucking Hate You,neg,2Uilp8alSjAxV0IXorUk9l
Duke Ellington,Sophisticated Lady,pos,2ua1p76h5Yy2u3dVZ9Qb0l
JC Chasez,Dear Goodbye,neg,29OmmU1vDlQkrh7oy9Le1J
Deep Forest,Forest Hymn,pos,1v6G25P11EhGUi3CfNsazZ
311,Amber,pos,51UtgWS4z1eMPuLQOzPtNH
Sublime,What I Got,pos,3B4q6KbHbGV51HO3GznBFF
Mando Diao,All My Senses,neg,5dTdr3nmMh4CEHd2W6CvMw
Bobby McFerrin,Don't Worry Be Happy,pos,5YbgcwHjQhdT1BYQ4rxWlD
The New Pornographers,Miss Teen Wordpower,pos,6uZaxqC1ETICbwxBlRVJtf
Silverchair,Do You Feel The Same,neg,30g5eho8DsiCHmzN3mmvGi
SWV,I'm So Into You,pos,5A0aUvnfAEcmUx3hoXjI8R
Erik Hassle,Hurtful,neg,4QH2mH5Jmwi9WfXGFwlHLQ
Joe Nichols,Tequila Makes Her Clothes Fall Off,pos,6IC6VhpV7D8T1t037Atqpu
Less Than Jake,History Of A Boring Town,pos,6xOZCV4EPCupXwvqajSKzq
RÃ³isÃ­n Murphy,Overpowered,pos,
Hope of the States,Me Ves Y Sufres,neg,6DPEiaHOR3bFoZNbgHcSia
Panzer AG,Battlefield,neg,31rCpOZXjJVPncdcfhBhM6
Krokus,Long Stick Goes Boom,neg,09ORSynamyltVPUrxJzxkZ
Thrice,Come All You Weary,neg,15A3EYVU834quKHqAKd7kD
Tenacious D,Kielbasa,pos,0CoPoNohPHCjvggWHlxgk5
Hot Chip,Alley Cats,pos,4fnrAIfaolUx93WauNVH7b
The Puppini Sisters,It Don't Mean A Thing (If It Ain't Got That Swing),pos,3zxgbKo8BUIv3eZ1qhWiPp
Evanescence,Taking Over Me,neg,5j7gLuOsBOyqooruGxX4nx
Violent Femmes,Jesus Walking On The Water,pos,3Tf34tgCBV1YBy5CHebs9c
Simon & Garfunkel,I Am A Rock,neg,0byOqNZN9ailhoORv5Ps0Z
Something Corporate,Only Ashes,neg,39BE4H5aLFwqnILmYjELdq
Margaret Berger,Robot Song,neg,2rf7ubrDRqfJY6o42NsRBk
Arctic Monkeys,Fluorescent Adolescent,pos,2x8evxqUlF0eRabbW2JBJd
Bobby McFerrin,"Don't Worry, Be Happy",pos,5YbgcwHjQhdT1BYQ4rxWlD
Katie Melua,belfast,pos,4GIOHMYYNkp1R5fOcj8qJn
OK Go,A Million Ways,pos,0n49fCjNGsbtNOE6cuWk79
Michael BublÃ©,Crazy Little Thing Called Love,pos,1RYzDEcBam49OzcAP9YvdX
The Suicide Machines,Your Silence,neg,0zewA70NQcl7jFINM6I0I1
Joss Stone,Headturner,pos,7MX14dwZzEIg84qKdlWTHv
Gene Autry,Mexicali Rose,neg,1OMMcMvBDUB7v1yQxhoV9F
Simple Minds,See The Lights (2002 Digital Remaster),neg,00Jk0pSoXt92IT9yYNaFqt
Slayer,Overt Enemy,neg,7xVeqpn2dIGVWdxrq0xz5B
The Cooper Temple Clause,Did You Miss Me?,neg,75IYpfeH0mzj9qMtZLwG9O
The Polyphonic Spree,Section 18 (Everything Starts At The Seam),pos,3bN0xzthqVoXDrdof4JIJe
Justin Timberlake,Rock Your Body,pos,1AWQoqb9bSvzTjaLralEkT
Hinder,Bliss (I Don't Wanna Know),neg,2xRpSK73QDWh6KYrxpQsS6
Dead Kennedys,Terminal Preppie,neg,4J4EEk6I0JSfg2b3y1gYwc
Eels,Cancer for the Cure,neg,1sFqMF5WdetRPgQQc12RTo
The Last Shadow Puppets,Standing Next to Me,pos,03F0Hspx6mEkiiYqEzVu5u
Silverchair,Lie To Me,neg,5aToptR2nUBuuD2C2hXuLt
Bob Dylan,Country Pie,pos,2YehU3jLpb9bM5V6k8HmyA
Bob Seger & The Silver Bullet Band,Get Out of Denver,neg,0e9YaZqnRi3QYSMUIdcarE
Procol Harum,All This and More,neg,0lyX6p9HZGO795OH6V5LRO
Amoral,The Last Round,neg,7DXMffKG6JV2acqrAreWzf
Vanessa Carlton,Pretty Baby,pos,7LcA7GNjoHC2Z5wGbbVupx
Elliott Smith,Junk Bond Trader,neg,5I82Gy3FcoPGP4rzYbXADt
Madeleine Peyroux,Dance Me To The End Of Love,pos,5ztIul377mylwHJkCnIWbn
BjÃ¶rk,The Anchor Song,neg,
"The Good, the Bad & the Queen",The Bunting Song,neg,6a5GKKW5x6w8W5QPkrcl4l
Kelly Clarkson,You Thought Wrong,neg,3IqLBlHbxPeIGjESGrQXM7
The Maccabees,About Your Dress,pos,1ao5rEgWujMYGX1Nmm8o52
The Polyphonic Spree,Middle of the Day,neg,2AGmwcwH60D8oz8hrZge9Q
The Rolling Stones,Tie You Up (The Pain of Love),neg,4NS9X69Qct0IObCiHcWTex
Cauterize,Shooting Stars,neg,42dKeXOS93ZMeRRkPv3g3k
Reel Big Fish,Your Guts (I Hate 'Em),neg,3DQVVSgYuqVIrYpjXnjhsn
Ringo Starr,No No Song,pos,2YnZugg0pdEkAtSHR4dwFo
AC/DC,Evil Walks,neg,5ahPl557niKxia8Kquw1yh
Athlete,You Got The Style,pos,2WFlbfBwg0Wd09dzfuNI9B
"Albert Hammond, Jr.",Cartoon Music for Superheroes,pos,4NrdTkWFESCsMFq3wOckBY
Brother Ali,Walking Away,neg,2d5gtkrhqinLh79PYn7ytD
Atomic Kitten,Ladies Night,pos,0ikoEl34hpTIsyqWiw7s5U
BeyoncÃ©,Ring The Alarm,neg,5BkHkyO9PFXs1m7vSMnXp4
Remy Shand,Everlasting,pos,7qeZlLUOEwoWAiNKHNo6Sw
Fatboy Slim,Put It Back Together,pos,0HXiCUy7rJ6ZZn9XxypHGW
Shelby Lynne,Old Times Sake,neg,0pvrLWRkypyo2RuR0md7sH
Teddy Geiger,These Walls,pos,1AMViirw1J42Ma22ep6xPM
Moxy FrÃ¼vous,King of Spain,pos,5vR8SxKag92OZSuWXZdXFN
Audio Bullys,Get Myself on Track,neg,1hW3ryc70LqbGs6USpIW4K
Norah Jones,Lonestar,pos,48eZIkw7epa5bSh830gDII
Alison Krauss,Jacob's Dream,neg,2gTjc7pQFBdQ8yIRmNzos2
Melissa Auf der Maur,The Key,neg,
Go-Betweens,Surfing Magazines,neg,
Manic Street Preachers,The Intense Humming Of Evil,neg,67ilSU7Ryy6p6PJRU4jick
The Honorary Title,Bridge and Tunnel,pos,1FfSzgcC3t6PG64vxgcrtw
The Prodigy,Voodoo People,neg,7H0MOWplwc6gf2AD1vTSYi
Twisted Sister,We're Not Gonna Take It,pos,1hlveB9M6ijHZRbzZ2teyh
Jump5,Beauty And The Beast,pos,4tAoetjTDGUJDoT4mNqUsT
Tenacious D,One Note Song,pos,4sSvSrnIyXowigoBFVzCCE
The Killers,A White Demon Love Song (Soundtrack Album Version),neg,
Architecture in Helsinki,Do The Whirlwind,pos,18ubFubNU1Y5WL27gOSvdL
Happy Mondays,Grandbag's Funeral,neg,44rAEoYx2Or6fIKLQo8V7g
